id,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,district,street,underground,residential_complex,price
952,Мегалит–Охта Групп,developer,Санкт-Петербург,sale,flat,2,25,3,85.23,Приморский,Комендантский аэродром,Пионерская,Приморский Квартал ЖК,18.133963
953,ЛСР Санкт-Петербург,developer,Санкт-Петербург,sale,flat,2,22,1,30.7,Красногвардейский,м. Гражданский проспект,Гражданский проспект,Цветной Город,4.80455
954,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,5,9,3,93.0,Выборгский, Александра Матросова,Лесная,Притяжение,26.950563
955,Космополис,real_estate_agent,Москва,sale,flat,13,18,3,99.2,Аэропорт,Ленинградский проспект,,Соколиное гнездо,36.5
956,Унистрой,developer,Санкт-Петербург,sale,flat,1,5,1,45.57,Курортный,,Зенит,Лисино,10.823
957,ID 112880165,real_estate_agent,Санкт-Петербург,sale,flat,24,26,3,94.5,Выборгский,Заречная ,Парнас,Три апельсина,13.3
958,PROНЕДВИЖИМОСТЬ,real_estate_agent,Москва,sale,flat,15,30,1,37.5,Южнопортовый,Волгоградский проспект,Угрешская,,14.9
959,Центр-Инвест,representative_developer,Москва,sale,flat,7,28,3,62.9,Раменки,Винницкая ,Раменки,Настоящее,34.15676
960,MR Group,developer,Москва,sale,flat,2,48,2,56.2,Покровское-Стрешнево,Северо-Западный ао,Спартак,Мультиквартал CITYZEN,17.854009
961,Kalinka Group,real_estate_agent,Москва,sale,flat,2,2,-1,315.0,Пресненский,Хлебный переулок,Арбатская,,498.644299
962,Времена года,real_estate_agent,Москва,sale,flat,5,12,2,90.4,Хамовники, Усачева,Спортивная,Садовые кварталы,99.0
963,ID 2878972,unknown,Москва,sale,flat,1,5,1,12.2,Восточное Измайлово,14-я Парковая ,Первомайская,,3.6
964,Ramenky Realty,real_estate_agent,Москва,sale,flat,8,14,5,127.1,Раменки,,Минская,Вест Гарден ЖК,78.0
965,Престиж,real_estate_agent,Санкт-Петербург,sale,flat,11,18,2,65.5,Василеостровский,Морская набережная,Приморская,,16.6
966,LEGENDA Intelligent Development,developer,Санкт-Петербург,sale,flat,5,10,1,37.26,Выборгский,Сампсониевское,Выборгская,Сампсониевский 32,14.620824
967,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,11,20,2,64.0,Хорошево-Мневники, Шеногина,Шелепиха,Sydney City,30.0
968,Kalinka Group,real_estate_agent,Москва,sale,flat,3,14,4,200.0,Хамовники, Усачева,Фрунзенская,Садовые кварталы,430.0
969,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,3,9,3,137.0,Петроградский,Кемская ,Крестовский остров,,65.0
970,Донстрой,developer,Москва,sale,flat,3,16,2,81.6,Раменки, Сергея Бондарчука,Мичуринский проспект,Река,59.3232
971,А101,developer,Москва,sale,flat,5,16,4,62.1,,,Прокшино,Прокшино ЖК,17.920818
972,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,2,19,3,99.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,Сердце Столицы,57.0
973,Этажи Москва,real_estate_agent,Москва,sale,flat,4,13,1,34.0,, 1-я Ватутинская,Ольховая,Russian Design District,8.2
974,Gethome,real_estate_agent,Москва,sale,flat,6,12,5,227.0,Хамовники, Усачева,Спортивная,Садовые кварталы,341.0
975,Century 21 Premium Property,real_estate_agent,Москва,sale,flat,13,57,3,92.0,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,Wellton Towers,57.5
976,Князев и Партнёры,real_estate_agent,Москва,sale,flat,4,6,3,68.5,Басманный,Спартаковский переулок,Бауманская,,23.0
977,Терминал-Ресурс,developer,Санкт-Петербург,sale,flat,2,4,2,50.52,Пушкинский,,Купчино,Образцовый квартал 14 ЖК,8.89152
978,Мегалит–Охта Групп,developer,Санкт-Петербург,sale,flat,2,16,2,56.74,Приморский,Коломяжский проспект,Пионерская,Приморский квартал,14.75689
979,Вторичка Групп,real_estate_agent,Санкт-Петербург,sale,flat,2,5,1,17.53,Адмиралтейский,Лермонтовский проспект,Балтийская,,3.345
980,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,1,6,5,201.8,Петроградский,набережная Мартынова,Крестовский остров,,58.32
981,Contact Real Estate,real_estate_agent,Москва,sale,flat,2,6,-1,185.0,Замоскворечье,Большой Ордынский переулок,Полянка,Собрание клубных домов ORDYNKA,265.5
982,GloraX,developer,Санкт-Петербург,sale,flat,2,15,1,28.71,Выборгский,,,Глоракс Парголово ЖК,5.039999
983,Apple Real Estate,real_estate_agent,Москва,sale,flat,3,5,5,245.9,Хамовники, Пречистенка,Парк Культуры,,250.0
984,Whitewill,real_estate_agent,Москва,sale,flat,5,9,3,142.0,Хамовники,Погодинская ,Фрунзенская,GRAND DELUXE на Плющихе,230.0
985,Престиж,real_estate_agent,Санкт-Петербург,sale,flat,2,2,1,40.0,Московский,Кузнецовская ,Парк Победы,,9.5
986,Елена Фирсина,realtor,Санкт-Петербург,sale,flat,18,26,1,39.98,Выборгский, Брюлловская,Парнас,,7.2
987,Intermark Real Estate,real_estate_agent,Москва,sale,flat,70,75,3,100.0,Пресненский,1-й Красногвардейский проезд,Международная,NEVA TOWERS,178.0
988,DealEstate,real_estate_agent,Санкт-Петербург,sale,flat,8,25,2,70.0,Выборгский,Большой Сампсониевский проспект,Площадь Ленина,,27.9
989,ЛСР Санкт-Петербург,developer,Санкт-Петербург,sale,flat,10,12,2,54.2,Московский,Московское шоссе,Звездная,NEOPARK,11.44162
990,RBI,developer,Санкт-Петербург,sale,flat,15,16,2,57.5,Выборгский,Шувалово-Озерки,Проспект Просвещения,Струны,15.128802
991,ID 70735843,homeowner,Санкт-Петербург,sale,flat,9,14,1,39.0,Московский,Варшавская ,Парк Победы,,8.4
992,Юлия Кузнецова,realtor,Санкт-Петербург,sale,flat,2,5,2,50.0,Калининский,Тихорецкий проспект,Политехническая,,16.0
993,ID 109907848,homeowner,Москва,sale,flat,7,8,5,129.0,Тверской,1-я Тверская-Ямская ,Маяковская,,90.0
994,Intermark Real Estate,real_estate_agent,Москва,sale,flat,19,21,4,138.5,Пресненский,2-я Звенигородская ,Улица 1905 года,Lucky,249.655
995,Euroinvest Development,developer,Санкт-Петербург,sale,flat,3,10,1,30.86,Выборгский, Курчатова,Политехническая,iD Polytech,10.1838
996,Gethome,real_estate_agent,Москва,sale,flat,3,8,3,111.0,Раменки,Мосфильмовская ,Ломоносовский проспект,Вишневый сад,133.0
997,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,2,10,2,62.5,Выборгский,Манчестерская ,Удельная,Svetlana Park,16.3125
998,Absolute Premium,developer,Москва,sale,flat,6,18,1,49.8,Хамовники,,Воробьёвы горы,Коллекция Лужники ЖК,46.291
999,Трансстройинвест,representative_developer,Москва,sale,flat,2,7,2,131.2,Мещанский,Большой Кисельный переулок,Тургеневская,Frank's house,155.8656
1000,Gethome,real_estate_agent,Москва,sale,flat,3,8,-1,222.0,Раменки,Мосфильмовская ,Ломоносовский проспект,Вишневый сад,270.0
1001,Kalinka Group,real_estate_agent,Москва,sale,flat,3,6,3,128.0,Хамовники,переулок Хилков,Парк Культуры,Особняк в Хилковом переулке,189.0
1002,Людмила Белоусова,realtor,Санкт-Петербург,sale,flat,6,6,3,153.6,Петроградский,Съезжинская ,Спортивная,,43.9
1003,Барокко,real_estate_agent,Санкт-Петербург,sale,flat,4,13,2,43.0,Василеостровский, Беринга,Приморская,Дом на Васильевском,16.2
1004,Славянский Двор Остоженка,real_estate_agent,Москва,sale,flat,19,30,4,182.0,Проспект Вернадского,Ленинский проспект,Новаторская,Квартал на Ленинском,80.0
1005,Трансстройинвест,representative_developer,Москва,sale,flat,5,7,3,123.3,Мещанский,Большой Кисельный переулок,Тургеневская,Frank's house,160.946449
1006,Forma,developer,Москва,sale,flat,21,22,2,70.5,Печатники,Южнопортовая ,Печатники,Portland,25.013039
1007,MR Group,developer,Москва,sale,flat,21,36,2,70.2,Беговой,Ленинградский проспект,Белорусская,Slava,47.650587
1008,Verges of estate,real_estate_agent,Москва,sale,flat,21,44,4,133.0,Раменки,Минская ,Минская,Долина Сетунь,85.0
1009,Sense Development,developer,Москва,sale,flat,12,13,1,39.8,Даниловский,Подольское шоссе,Тульская,Logos,24.896634
1010,AAG,developer,Санкт-Петербург,sale,flat,1,7,2,63.0,Василеостровский,20-я Васильевского острова линия,Горный институт,Маленькая Франция,29.275793
1011,HYDE Residences,real_estate_agent,Москва,sale,flat,58,78,2,75.0,Пресненский,1-й Красногвардейский проезд,Тестовская,NEVA TOWERS,45.0
1012,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,3,3,3,125.0,Петроградский,2-я Березовая аллея,,,160.0
1013,YHome,real_estate_agent,Москва,sale,flat,6,11,3,117.2,Дорогомилово,,Парк Победы,Виктори Парк Резиденсез ЖК,107.0
1014,CHIP.AGENCY,real_estate_agent,Москва,sale,flat,3,6,2,44.1,Тверской,Козицкий переулок,Пушкинская,,34.3
1015,ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,Москва,sale,flat,8,36,3,71.1,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,Сердце Столицы,43.0
1016,Космополис,real_estate_agent,Москва,sale,flat,2,24,3,72.7,Академический,Новочеремушкинская ,,,29.99999
1017,Kalinka Group,real_estate_agent,Москва,sale,flat,3,18,3,126.3,Пресненский,Большая Грузинская ,Белорусская,,75.0
1018,Unique,real_estate_agent,Москва,sale,flat,6,9,2,60.0,, Ясеневая,Ольховая,Дубровка,19.8
1019,ID 4977412,realtor,Санкт-Петербург,sale,flat,12,20,2,65.2,Московский, Среднерогатская,Звездная,Триумф Парк,14.7
1020,LEGENDA Development,developer,Санкт-Петербург,sale,flat,6,9,2,58.76,Приморский,Чёрная речка,Черная речка,"Черная речка, 41",23.76607
1021,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,4,15,3,121.1,Пресненский,Зоологическая ,Баррикадная,,84.77
1022,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,4,12,-1,298.93,Хамовники,Трубецкая ,Фрунзенская,Дом на Трубецкой,750.0
1023,MR Group,developer,Москва,sale,flat,2,37,2,64.3,Беговой,Ленинградский проспект,Белорусская,Slava,40.998479
1024,ЛСР Санкт-Петербург,developer,Санкт-Петербург,sale,flat,5,9,3,93.4,Петроградский,Петровский проспект,Спортивная,Neva Haus,32.54056
1025,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,4,4,4,310.0,Петроградский,Константиновский проспект,Крестовский остров,,116.9
1026,Полина Чепурова,realtor,Санкт-Петербург,sale,flat,2,5,1,20.0,Василеостровский,15-я Васильевского острова линия,Василеостровская,,4.1
1027,Петербургская Строительная Компания,developer,Санкт-Петербург,sale,flat,5,5,1,32.24,Московский,Пулковский меридиан,Проспект Славы,Плюс Пулковский ЖК,5.675508
1028,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,4,6,2,77.0,Петроградский,Петровский проспект,,"Элитный комплекс ""ROYAL PARK""",38.134021
1029,Sense Development,developer,Москва,sale,flat,11,13,2,63.3,Даниловский,Подольское шоссе,Тульская,Logos,38.991932
1030,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,3,12,2,51.86,Невский,Невская застава,Елизаровская,Астра Континенталь ЖК,15.650077
1031,Ramenky Realty,real_estate_agent,Москва,sale,flat,12,14,4,201.14,Хамовники, Усачева,Спортивная,Садовые кварталы,250.0
1032,BARNES International Realty,real_estate_agent,Москва,sale,flat,2,14,3,120.0,Замоскворечье,Мытная ,Серпуховская,Английский квартал,105.0
1033,Гранит Инвест,real_estate_agent,Санкт-Петербург,sale,flat,4,10,2,74.0,Василеостровский,Детская ,Василеостровская,Дом на Детской,22.2
1034,ID 104795526,official_representative,Санкт-Петербург,sale,flat,4,4,1,40.3,Красносельский,Стрельнинское шоссе,Проспект Ветеранов,,6.1256
1035,Гранит Инвест,real_estate_agent,Санкт-Петербург,sale,flat,3,10,3,71.3,Петроградский,Аптекарский проспект,Петроградская,Skandi Klubb,26.7375
1036,Euroinvest Development,developer,Санкт-Петербург,sale,flat,2,11,3,75.95,Московский,Благодатная ,Электросила,iD Park Pobedy,23.206522
1037,ГлавстройСПб,developer,Санкт-Петербург,sale,flat,5,24,3,54.9,Приморский, Ивинская,Комендантский проспект,Юнтолово,9.12438
1038,Century 21 Premium Property,real_estate_agent,Москва,sale,flat,2,6,3,126.0,Хамовники,переулок Хилков,Парк Культуры,Особняк в Хилковом переулке,215.0
1039,Ramenky Realty,real_estate_agent,Москва,sale,flat,5,12,3,135.08,Хамовники, Усачева,Спортивная,Садовые кварталы,209.0
1040,Slava Realty,real_estate_agent,Москва,sale,flat,6,21,3,85.7,Пресненский, Костикова,Улица 1905 года,Lucky,91.0
1041,UINVEST,real_estate_agent,Москва,sale,flat,10,21,3,92.6,Хорошево-Мневники, Мневники,Народное Ополчение,Городской квартал BIG TIME,31.5
1042,Главстрой,developer,Москва,sale,flat,3,18,2,78.7,Филевский парк,Береговой проезд,Народное Ополчение,Береговой-2,28.276398
1043,MR Group,developer,Москва,sale,flat,8,54,1,37.72,Савеловский,2-я Хуторская ,Дмитровская,SYMPHONY 34,19.018464
1044,BARNES International Realty,real_estate_agent,Москва,sale,flat,15,16,5,494.0,Хамовники,Ружейный переулок,Смоленская,Смоленская Застава,259.0
1045,Галс-Девелопмент,developer,Москва,sale,flat,7,20,2,66.6,Басманный, Фридриха Энгельса,Бауманская,Дом 56,31.4352
1046,Трансстройинвест,representative_developer,Москва,sale,flat,2,8,2,126.8,Мещанский,Большой Кисельный переулок,Тургеневская,Frank's house,160.397435
1047,ЛСР Санкт-Петербург,developer,Санкт-Петербург,sale,flat,2,23,1,34.64,Красносельский,Юго-Запад,Автово,Морская миля ЖК,7.81132
1048,Ашихмин и партнёры,real_estate_agent,Москва,sale,flat,6,8,-1,192.7,Арбат,Большой Афанасьевский переулок,Арбатская,,400.0
1049,Prime Life Development,developer,Москва,sale,flat,7,25,1,19.74,Нагатино-Садовники,Нагатинская ,Нагатинская,1-й Нагатинский,13.999724
1050,ДОНСТРОЙ,developer,Москва,sale,flat,13,13,3,85.0,Лефортово,проезд Шелихова,Римская,Символ,48.8455
1051,Этажи Москва,real_estate_agent,Москва,sale,flat,3,17,2,42.9,пос. Коммунарка, Александры Монаховой,,Бунинские луга,10.9
1052,КомСервис,real_estate_agent,Москва,sale,flat,4,9,3,108.8,Хамовники,2-й Неопалимовский переулок,Парк Культуры,Клубный особняк High Garden,195.84
1053,К-25,developer,Санкт-Петербург,sale,flat,3,12,-1,22.57,Приморский,м. Комендантский проспект,Комендантский проспект,YE'S Primorsky Комплекс Апартаментов,5.4168
1054,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,3,9,5,206.1,Басманный,Подсосенский переулок,Курская,Резиденция Чистые Пруды,168.170056
1055,Whitewill,real_estate_agent,Москва,sale,flat,13,21,2,70.0,Филевский парк,Береговой проезд,Фили,Фили Град,44.0
1056,Стадион Спартак,developer,Москва,sale,flat,4,10,2,60.1,Покровское-Стрешнево,Северо-Западный ао,Спартак,Клубный Город на Реке Примавера ЖК,29.48506
1057,Euroinvest Development,developer,Санкт-Петербург,sale,flat,2,12,1,36.56,Выборгский,Светлановское,Удельная,ID Svetlanovskiy,10.142475
1058,ID 47105242,realtor,Москва,sale,flat,8,9,2,63.0,Замоскворечье,Космодамианская набережная,Павелецкая,,39.9
1059,Екатерина Смирнова,realtor,Санкт-Петербург,sale,flat,18,24,1,35.5,Выборгский,Заречная ,Парнас,Жили-Были,6.8
1060,Юлия Сотникова,realtor,Санкт-Петербург,sale,flat,23,25,1,18.06,Выборгский, Брюлловская,Парнас,Континенты,4.8
1061,Contact Real Estate,real_estate_agent,Москва,sale,flat,3,7,4,165.0,Хамовники,2-й Неопалимовский переулок,Парк Культуры,Клубный особняк High Garden,371.25
1062,Космополис,real_estate_agent,Москва,sale,flat,1,8,3,74.6,Пресненский,Шелепихинское шоссе,,,23.0
1063,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,6,12,1,32.65,Приморский,Коломяги,Озерки,Прайм Приморский ЖК,8.000213
1064,ID 12977174,realtor,Санкт-Петербург,sale,flat,11,12,2,39.0,Красногвардейский,проспект Наставников,Проспект Большевиков,,8.5
1065,Ольга Майдыбура,realtor,Санкт-Петербург,sale,flat,4,6,4,152.0,Петроградский,Петровская набережная,Горьковская,,93.0
1066,Point Estate Город,real_estate_agent,Москва,sale,flat,22,32,3,129.5,Раменки,Мосфильмовская ,Ломоносовский проспект,Дом на Мосфильмовской,100.0
1067,BRIGHT ESTATE - городская недвижимость,real_estate_agent,Москва,sale,flat,8,12,4,136.9,Раменки,проспект Генерала Дорохова,Минская,Собрание клубных домов West Garden,102.0
1068,Людмила Галандина,realtor,Москва,sale,flat,37,78,2,56.0,Пресненский,1-й Красногвардейский проезд,Тестовская,NEVA TOWERS,46.0
1069,Татьяна Метрум,realtor,Санкт-Петербург,sale,flat,6,8,1,28.1,Выборгский, Александра Матросова,Лесная,Притяжение,10.5
1070,Галс-Девелопмент,developer,Москва,sale,flat,18,27,1,45.2,Басманный, Фридриха Энгельса,Бауманская,Дом 56,20.4304
1071,ЛСР Санкт-Петербург,developer,Санкт-Петербург,sale,flat,2,11,1,62.5,Приморский,набережная Черной речки,Черная речка,RIVIERE NOIRE,17.870625
1072,GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,3,6,4,160.1,Хамовники, Остоженка,Кропоткинская,,149.3
1073,ID 34997390,unknown,Санкт-Петербург,sale,flat,2,9,1,51.5,Петроградский,Петровский проспект,Спортивная,Neva Haus,27.0
1074,GloraX,developer,Санкт-Петербург,sale,flat,4,19,2,59.62,Василеостровский,Морской,,Глоракс Премиум Василеостровский ЖК,15.529999
1075,ID 6914134,unknown,Санкт-Петербург,sale,flat,6,16,2,56.0,Красносельский,Ленинский проспект,Проспект Ветеранов,,11.29
1076,Euroinvest Development,developer,Санкт-Петербург,sale,flat,6,11,1,43.59,Московский, Решетникова,Электросила,iD Park Pobedy,14.3847
1077,Kalinka Group,real_estate_agent,Москва,sale,flat,5,14,5,202.0,Хамовники,Погодинская ,Фрунзенская,GRAND DELUXE на Плющихе,330.0
1078,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,4,12,3,91.03,Приморский,Коломяги,Озерки,Прайм Приморский ЖК,19.150436
1079,MR Group,developer,Москва,sale,flat,5,43,3,85.13,Савеловский,2-я Хуторская ,Дмитровская,SYMPHONY 34,35.098867
1080,Kalinka Group,real_estate_agent,Москва,sale,flat,4,11,4,204.0,Хамовники,Погодинская ,Фрунзенская,GRAND DELUXE на Плющихе,300.0
1081,Verges of estate,real_estate_agent,Москва,sale,flat,4,5,-1,380.0,Хамовники, Усачева,Спортивная,Садовые кварталы,450.0
1082,ID 39404589,developer,Москва,sale,flat,10,27,2,38.7,Даниловский,,Серпуховская,Era,18.70758
1083,Интеском,developer,Санкт-Петербург,sale,flat,2,5,1,41.29,Выборгский, Береговая,Проспект Просвещения,Loft у Озера,9.20767
1084,Whitewill,real_estate_agent,Москва,sale,flat,3,5,3,164.0,Хамовники, Бурденко,Парк Культуры,Дом на Бурденко,199.457719
1085,ID 75683984,realtor,Москва,sale,flat,20,28,2,56.6,Щукино,Волоколамское шоссе,Стрешнево,Волоколамское 24,17.9
1086,Whitewill,real_estate_agent,Москва,sale,flat,25,37,3,114.0,Хорошевский,Ленинградский проспект,Аэропорт,Прайм Парк,75.0
1087,А101,developer,Москва,sale,flat,3,9,4,78.5,,,Толстопальцево,Родные кварталы ЖК,15.011084
1088,СИТИ21,developer,Москва,sale,flat,14,15,2,75.8,Останкинский,проспект Мира,Алексеевская,Hill8,31.535521
1089,ANT Development,developer,Москва,sale,flat,28,34,2,51.2,Дорогомилово,Поклонная ,Парк Победы,Поклонная 9,48.858726
1090,Euroinvest Development,developer,Санкт-Петербург,sale,flat,10,10,3,59.38,Выборгский, Курчатова,Политехническая,iD Polytech,23.1582
1091,ID 39404589,developer,Москва,sale,flat,14,42,3,65.9,Котловка,Севастопольский проспект,Нагорная,Eniteo,33.79352
1092,Ramenky Realty,real_estate_agent,Москва,sale,flat,11,11,3,150.0,Хамовники, Ефремова,Фрунзенская,Садовые кварталы,210.0
1093,MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,6,6,4,94.0,Таганский,Воронцовская ,Пролетарская,,44.9
1094,AAG,developer,Санкт-Петербург,sale,flat,2,9,2,76.98,Красногвардейский, Помяловского,Новочеркасская,Akzent,25.522693
1095,Forma,developer,Москва,sale,flat,2,29,2,64.8,Аэропорт,Часовая ,Сокол,SOUL,26.75592
1096,Колди,developer,Москва,sale,flat,5,21,2,43.0,Нижегородский,,Калитники,Н'айс Лофт ЖК,11.23836
1097,MR Group,developer,Москва,sale,flat,2,41,3,97.2,Филевский парк,Багратионовский проезд,Фили,Filicity,40.338
1098,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,1,6,3,192.7,Петроградский,набережная Мартынова,,,58.8
1099,Kalinka Group,real_estate_agent,Москва,sale,flat,4,7,3,131.4,Пресненский,Никитский бульвар,Арбатская,,108.508069
1100,Euroinvest Development,developer,Санкт-Петербург,sale,flat,2,10,2,61.65,Московский,Московский проспект,Фрунзенская,ID Moskovskiy,24.66
1101,ХочуКвартиру,real_estate_agent,Санкт-Петербург,sale,flat,4,12,1,33.01,Выборгский,Светлановское,Удельная,Айди Светлановский ЖК,11.4
1102,КРОСТ,developer,Москва,sale,flat,44,47,3,87.1,Хорошево-Мневники, Генерала Глаголева,,CRYSTAL Трилогия,36.9304
1103,Основа,developer,Москва,sale,flat,4,29,2,46.1,Черемушки, Наметкина,Новые Черёмушки,Nametkin Tower,14.0605
1104,Kalinka Group,real_estate_agent,Москва,sale,flat,13,18,5,150.0,Раменки,Мичуринский проспект,Раменки,,52.5
1105,Мангазея,developer,Москва,sale,flat,-1,-1,-1,1.0,Щукино,Щукинская ,Стрешнево,Интонация,25.6854
1106,Времена года,real_estate_agent,Москва,sale,flat,12,12,5,303.0,Хамовники, Ефремова,Фрунзенская,Садовые кварталы,725.300799
1107,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,9,14,2,57.0,Пресненский,Красногвардейский бульвар,Шелепиха,,22.0
1108,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,16,16,4,260.0,Петроградский,Пионерская ,,Премьер Палас,100.0
1109,LEGENDA Intelligent Development,developer,Санкт-Петербург,sale,flat,2,9,2,71.69,Красногвардейский, Стахановцев,Новочеркасская,"Малоохтинский, 68",24.4479
1110,Основа,developer,Москва,sale,flat,11,13,2,50.0,Замоскворечье,Большой Строченовский переулок,Павелецкая,Резиденции Замоскворечье,29.7
1111,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,2,5,3,207.4,Тверской,Никольская ,Лубянка,St. Nickolas,453.312999
1112,Choice Estate,real_estate_agent,Москва,sale,flat,15,21,4,163.0,Пресненский,Жилой Лаки кв-л,Улица 1905 года,,179.3
1113,Князев и Партнёры,real_estate_agent,Москва,sale,flat,30,41,2,49.0,Раменки,1-й Сетуньский проезд,Кутузовская,Hide,25.7
1114,Ленстройтрест,developer,Санкт-Петербург,sale,flat,20,25,1,31.6,Приморский,шоссе Суздальское,Проспект Просвещения,Окла,7.93078
1115,ID 72001944,realtor,Москва,sale,flat,11,17,2,58.0,Кунцево,Рублевское шоссе,Молодёжная,,25.0
1116,РГ-Девелопмент,developer,Москва,sale,flat,7,27,2,56.5,Щукино, Берзарина,Щукинская,Октябрьское поле,20.08575
1117,Суслов недвижимость,real_estate_agent,Санкт-Петербург,sale,flat,13,13,2,58.2,Приморский,Планерная ,Комендантский проспект,FoRest Аквилон,10.85
1118,ГлавстройСПб,developer,Санкт-Петербург,sale,flat,2,27,1,20.12,Выборгский,Заречная ,Проспект Просвещения,Северная долина,5.015916
1119,Алексей Кулаев,realtor,Санкт-Петербург,sale,flat,4,13,2,62.5,Василеостровский,набережная Реки Смоленки,Приморская,Айно,17.0
1120,Verges of estate,real_estate_agent,Москва,sale,flat,3,12,-1,303.0,Раменки,Мосфильмовская ,Ломоносовский проспект,Вишневый сад,380.0
1121,ID 104795526,official_representative,Москва,sale,flat,18,18,2,67.0,Аэропорт,Ленинградский проспект,Аэропорт,,19.9
1122,ID 28113132,real_estate_agent,Москва,sale,flat,5,6,-1,30.0,Аэропорт,2-й Амбулаторный проезд,Красный Балтиец,,4.34656
1123,Apple Real Estate,real_estate_agent,Москва,sale,flat,5,21,3,127.5,Раменки,Минская ,Ломоносовский проспект,Золотые Ключи 2,52.0
1124,Euroinvest Development,developer,Санкт-Петербург,sale,flat,4,10,2,34.75,Выборгский, Курчатова,Политехническая,iD Polytech,11.12
1125,Дом на Ленсовета,developer,Санкт-Петербург,sale,flat,9,23,3,157.0,Московский, Ленсовета,Звездная,Клубный дом BARCELONA,39.0
1126,Whitewill,real_estate_agent,Москва,sale,flat,33,53,3,163.0,Раменки,Мосфильмовская ,Минская,Дом на Мосфильмовской,175.0
1127,Ольга Братухина,realtor,Санкт-Петербург,sale,flat,3,9,2,46.1,Красносельский, Партизана Германа,Проспект Ветеранов,,6.5
1128,Квадратный метр,real_estate_agent,Санкт-Петербург,sale,flat,9,17,1,24.2,Выборгский,дорога Михайловская,Проспект Просвещения,Parkolovo,4.55
1129,BY Moscow City,real_estate_agent,Москва,sale,flat,45,78,3,123.0,Пресненский,1-й Красногвардейский проезд,Тестовская,NEVA TOWERS,85.0
1130,ФСК,developer,Санкт-Петербург,sale,flat,2,17,1,34.87,Невский,Невский,,Зум на Неве ЖК,5.251254
1131,NF GROUP  St Petersburg,real_estate_agent,Санкт-Петербург,sale,flat,6,6,3,380.0,Центральный,Итальянская ,Гостиный двор,,300.0
1132,MR Group,developer,Москва,sale,flat,36,41,1,35.75,Раменки,1-й Сетуньский проезд,Лужники,Hide,24.432837
1133,HYDE Residences,real_estate_agent,Москва,sale,flat,51,75,2,120.0,Пресненский,набережная Пресненская,Деловой центр,Город Столиц,61.4
1134,Велесстрой,developer,Москва,sale,flat,18,24,3,103.7,Фили-Давыдково,Кастанаевская ,Кунцевская,Shome,43.69918
1135,А101,developer,Москва,sale,flat,25,30,3,58.1,Южное Бутово,к2.4,Улица Горчакова,Южные Сады ЖК,15.351715
1136,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,24,24,5,205.5,Можайский,Можайское шоссе,Кунцевская,,139.0
1137,Правит,real_estate_agent,Москва,sale,flat,3,16,4,117.3,Замоскворечье,Мытная ,Серпуховская,Английский квартал,76.0
1138,ГлавстройСПб,developer,Санкт-Петербург,sale,flat,3,23,1,25.09,Приморский, Ивинская,Зенит,ПАРК-КВАРТАЛ Юнтолово,5.19338
1139,ID 12701739,unknown,Санкт-Петербург,sale,flat,5,9,1,29.0,Приморский,Богатырский проспект,Пионерская,,8.59
1140,VESPER,developer,Москва,sale,flat,9,9,3,112.0,Тверской,1-я Тверская-Ямская ,Маяковская,Vesper Tverskaya,226.972
1141,Kalinka Group,real_estate_agent,Москва,sale,flat,3,21,2,56.6,Пресненский,2-я Звенигородская ,Улица 1905 года,Lucky,66.3918
1142,КРОСТ,developer,Москва,sale,flat,16,28,2,47.3,Хорошево-Мневники, Генерала Глаголева,,CRYSTAL Трилогия,19.1092
1143,Этажи Москва,real_estate_agent,Москва,sale,flat,9,15,1,38.8,Котловка, Кржижановского,Профсоюзная,,13.65
